request_id,provider,prompt_id,replicate,local_cluster,is_lighthouse,word_count,output_tokens,thoughts_tokens,finish_reason,likely_truncated,too_short_unusable
anthropic|P03_write_variant|r0060,anthropic,P03_write_variant,60,-1,False,115,150,,max_tokens,True,False
anthropic|P03_write_variant|r0061,anthropic,P03_write_variant,61,-1,True,118,150,,max_tokens,True,False
anthropic|P03_write_variant|r0062,anthropic,P03_write_variant,62,1,True,120,150,,max_tokens,True,False
anthropic|P03_write_variant|r0063,anthropic,P03_write_variant,63,4,True,116,150,,max_tokens,True,False
anthropic|P03_write_variant|r0064,anthropic,P03_write_variant,64,1,True,109,150,,max_tokens,True,False
anthropic|P03_write_variant|r0065,anthropic,P03_write_variant,65,4,True,115,150,,max_tokens,True,False
anthropic|P03_write_variant|r0066,anthropic,P03_write_variant,66,4,True,119,150,,max_tokens,True,False
anthropic|P03_write_variant|r0067,anthropic,P03_write_variant,67,0,False,116,150,,max_tokens,True,False
anthropic|P03_write_variant|r0068,anthropic,P03_write_variant,68,1,True,120,150,,max_tokens,True,False
anthropic|P03_write_variant|r0069,anthropic,P03_write_variant,69,3,True,116,150,,max_tokens,True,False
anthropic|P03_write_variant|r0070,anthropic,P03_write_variant,70,1,True,114,150,,max_tokens,True,False
anthropic|P03_write_variant|r0071,anthropic,P03_write_variant,71,4,True,115,150,,max_tokens,True,False
anthropic|P03_write_variant|r0072,anthropic,P03_write_variant,72,1,True,126,150,,max_tokens,True,False
anthropic|P03_write_variant|r0073,anthropic,P03_write_variant,73,1,True,121,150,,max_tokens,True,False
anthropic|P03_write_variant|r0074,anthropic,P03_write_variant,74,0,False,112,150,,max_tokens,True,False
anthropic|P03_write_variant|r0075,anthropic,P03_write_variant,75,4,True,123,150,,max_tokens,True,False
anthropic|P03_write_variant|r0076,anthropic,P03_write_variant,76,-1,True,107,150,,max_tokens,True,False
anthropic|P03_write_variant|r0077,anthropic,P03_write_variant,77,4,True,108,150,,max_tokens,True,False
anthropic|P03_write_variant|r0078,anthropic,P03_write_variant,78,4,True,119,150,,max_tokens,True,False
anthropic|P03_write_variant|r0079,anthropic,P03_write_variant,79,4,True,119,150,,max_tokens,True,False
anthropic|P03_write_variant|r0080,anthropic,P03_write_variant,80,1,True,112,150,,max_tokens,True,False
anthropic|P03_write_variant|r0081,anthropic,P03_write_variant,81,3,True,115,150,,max_tokens,True,False
anthropic|P03_write_variant|r0082,anthropic,P03_write_variant,82,0,False,117,150,,max_tokens,True,False
anthropic|P03_write_variant|r0083,anthropic,P03_write_variant,83,0,False,111,150,,max_tokens,True,False
anthropic|P03_write_variant|r0084,anthropic,P03_write_variant,84,4,True,115,150,,max_tokens,True,False
anthropic|P03_write_variant|r0085,anthropic,P03_write_variant,85,-1,False,114,150,,max_tokens,True,False
anthropic|P03_write_variant|r0086,anthropic,P03_write_variant,86,4,True,116,150,,max_tokens,True,False
anthropic|P03_write_variant|r0087,anthropic,P03_write_variant,87,4,True,105,150,,max_tokens,True,False
anthropic|P03_write_variant|r0088,anthropic,P03_write_variant,88,1,False,108,150,,max_tokens,True,False
anthropic|P03_write_variant|r0089,anthropic,P03_write_variant,89,4,True,121,150,,max_tokens,True,False
anthropic|P03_write_variant|r0090,anthropic,P03_write_variant,90,4,True,115,150,,max_tokens,True,False
anthropic|P03_write_variant|r0091,anthropic,P03_write_variant,91,1,False,110,150,,max_tokens,True,False
anthropic|P03_write_variant|r0092,anthropic,P03_write_variant,92,1,True,122,150,,max_tokens,True,False
anthropic|P03_write_variant|r0093,anthropic,P03_write_variant,93,1,True,111,150,,max_tokens,True,False
anthropic|P03_write_variant|r0094,anthropic,P03_write_variant,94,0,False,112,150,,max_tokens,True,False
anthropic|P03_write_variant|r0095,anthropic,P03_write_variant,95,0,False,112,150,,max_tokens,True,False
anthropic|P03_write_variant|r0096,anthropic,P03_write_variant,96,0,False,116,150,,max_tokens,True,False
anthropic|P03_write_variant|r0097,anthropic,P03_write_variant,97,-1,False,120,150,,max_tokens,True,False
anthropic|P03_write_variant|r0098,anthropic,P03_write_variant,98,1,False,113,150,,max_tokens,True,False
anthropic|P03_write_variant|r0099,anthropic,P03_write_variant,99,1,True,121,150,,max_tokens,True,False
anthropic|P03_write_variant|r0100,anthropic,P03_write_variant,100,1,True,118,150,,max_tokens,True,False
anthropic|P04_short_variant|r0001,anthropic,P04_short_variant,1,0,False,108,150,,max_tokens,True,False
anthropic|P04_short_variant|r0002,anthropic,P04_short_variant,2,0,True,116,150,,max_tokens,True,False
anthropic|P04_short_variant|r0003,anthropic,P04_short_variant,3,0,False,113,150,,max_tokens,True,False
anthropic|P04_short_variant|r0004,anthropic,P04_short_variant,4,0,False,111,150,,max_tokens,True,False
anthropic|P04_short_variant|r0005,anthropic,P04_short_variant,5,0,False,108,150,,max_tokens,True,False
anthropic|P04_short_variant|r0006,anthropic,P04_short_variant,6,0,True,113,150,,max_tokens,True,False
anthropic|P04_short_variant|r0007,anthropic,P04_short_variant,7,0,True,109,150,,max_tokens,True,False
anthropic|P04_short_variant|r0008,anthropic,P04_short_variant,8,0,True,112,150,,max_tokens,True,False
anthropic|P04_short_variant|r0009,anthropic,P04_short_variant,9,0,False,104,150,,max_tokens,True,False
anthropic|P04_short_variant|r0010,anthropic,P04_short_variant,10,0,False,108,150,,max_tokens,True,False
anthropic|P04_short_variant|r0011,anthropic,P04_short_variant,11,0,False,109,149,,max_tokens,True,False
anthropic|P04_short_variant|r0012,anthropic,P04_short_variant,12,0,False,96,150,,max_tokens,True,False
anthropic|P04_short_variant|r0013,anthropic,P04_short_variant,13,0,True,108,150,,max_tokens,True,False
anthropic|P04_short_variant|r0014,anthropic,P04_short_variant,14,0,False,111,150,,max_tokens,True,False
anthropic|P04_short_variant|r0015,anthropic,P04_short_variant,15,0,True,114,150,,max_tokens,True,False
anthropic|P04_short_variant|r0016,anthropic,P04_short_variant,16,0,True,105,150,,max_tokens,True,False
anthropic|P04_short_variant|r0017,anthropic,P04_short_variant,17,0,False,100,150,,max_tokens,True,False
anthropic|P04_short_variant|r0018,anthropic,P04_short_variant,18,0,True,107,149,,max_tokens,True,False
anthropic|P04_short_variant|r0019,anthropic,P04_short_variant,19,0,True,110,150,,max_tokens,True,False
anthropic|P04_short_variant|r0020,anthropic,P04_short_variant,20,0,False,112,150,,max_tokens,True,False
anthropic|P04_short_variant|r0021,anthropic,P04_short_variant,21,0,True,106,150,,max_tokens,True,False
anthropic|P04_short_variant|r0022,anthropic,P04_short_variant,22,0,False,107,150,,max_tokens,True,False
anthropic|P04_short_variant|r0023,anthropic,P04_short_variant,23,0,False,111,150,,max_tokens,True,False
anthropic|P04_short_variant|r0024,anthropic,P04_short_variant,24,0,True,111,150,,max_tokens,True,False
anthropic|P04_short_variant|r0025,anthropic,P04_short_variant,25,0,True,117,150,,max_tokens,True,False
anthropic|P04_short_variant|r0026,anthropic,P04_short_variant,26,0,False,108,150,,max_tokens,True,False
anthropic|P04_short_variant|r0027,anthropic,P04_short_variant,27,0,False,99,150,,max_tokens,True,False
anthropic|P04_short_variant|r0028,anthropic,P04_short_variant,28,0,True,113,150,,max_tokens,True,False
anthropic|P04_short_variant|r0029,anthropic,P04_short_variant,29,0,True,105,150,,max_tokens,True,False
anthropic|P04_short_variant|r0030,anthropic,P04_short_variant,30,0,True,110,149,,max_tokens,True,False
anthropic|P04_short_variant|r0031,anthropic,P04_short_variant,31,0,True,115,150,,max_tokens,True,False
anthropic|P04_short_variant|r0032,anthropic,P04_short_variant,32,0,False,99,150,,max_tokens,True,False
anthropic|P04_short_variant|r0033,anthropic,P04_short_variant,33,0,False,108,150,,max_tokens,True,False
anthropic|P04_short_variant|r0034,anthropic,P04_short_variant,34,0,True,95,134,,end_turn,False,False
anthropic|P04_short_variant|r0035,anthropic,P04_short_variant,35,0,False,105,149,,max_tokens,True,False
anthropic|P04_short_variant|r0036,anthropic,P04_short_variant,36,0,False,105,150,,max_tokens,True,False
anthropic|P04_short_variant|r0037,anthropic,P04_short_variant,37,0,True,108,150,,max_tokens,True,False
anthropic|P04_short_variant|r0038,anthropic,P04_short_variant,38,0,True,109,150,,max_tokens,True,False
anthropic|P04_short_variant|r0039,anthropic,P04_short_variant,39,0,False,105,150,,max_tokens,True,False
anthropic|P04_short_variant|r0040,anthropic,P04_short_variant,40,0,False,107,150,,max_tokens,True,False
anthropic|P04_short_variant|r0041,anthropic,P04_short_variant,41,0,False,111,150,,max_tokens,True,False
anthropic|P04_short_variant|r0042,anthropic,P04_short_variant,42,0,False,111,150,,max_tokens,True,False
anthropic|P04_short_variant|r0043,anthropic,P04_short_variant,43,0,False,109,150,,max_tokens,True,False
anthropic|P04_short_variant|r0044,anthropic,P04_short_variant,44,0,False,119,150,,max_tokens,True,False
anthropic|P04_short_variant|r0045,anthropic,P04_short_variant,45,0,False,115,150,,max_tokens,True,False
anthropic|P04_short_variant|r0046,anthropic,P04_short_variant,46,0,True,115,150,,max_tokens,True,False
anthropic|P04_short_variant|r0047,anthropic,P04_short_variant,47,0,True,111,150,,max_tokens,True,False
anthropic|P04_short_variant|r0048,anthropic,P04_short_variant,48,0,True,114,150,,max_tokens,True,False
anthropic|P04_short_variant|r0049,anthropic,P04_short_variant,49,0,False,110,150,,max_tokens,True,False
anthropic|P04_short_variant|r0050,anthropic,P04_short_variant,50,0,True,111,149,,max_tokens,True,False
anthropic|P04_short_variant|r0051,anthropic,P04_short_variant,51,0,True,110,150,,max_tokens,True,False
anthropic|P04_short_variant|r0052,anthropic,P04_short_variant,52,0,True,117,150,,max_tokens,True,False
anthropic|P04_short_variant|r0053,anthropic,P04_short_variant,53,0,False,103,150,,max_tokens,True,False
anthropic|P04_short_variant|r0054,anthropic,P04_short_variant,54,0,True,110,150,,max_tokens,True,False
anthropic|P04_short_variant|r0055,anthropic,P04_short_variant,55,0,True,106,150,,max_tokens,True,False
anthropic|P04_short_variant|r0056,anthropic,P04_short_variant,56,0,True,107,150,,max_tokens,True,False
anthropic|P04_short_variant|r0057,anthropic,P04_short_variant,57,0,True,112,150,,max_tokens,True,False
anthropic|P04_short_variant|r0058,anthropic,P04_short_variant,58,0,False,109,149,,max_tokens,True,False
anthropic|P04_short_variant|r0059,anthropic,P04_short_variant,59,0,True,106,150,,max_tokens,True,False
anthropic|P04_short_variant|r0060,anthropic,P04_short_variant,60,0,False,108,150,,max_tokens,True,False
anthropic|P04_short_variant|r0061,anthropic,P04_short_variant,61,0,False,104,150,,max_tokens,True,False
anthropic|P04_short_variant|r0062,anthropic,P04_short_variant,62,0,False,107,150,,max_tokens,True,False
anthropic|P04_short_variant|r0063,anthropic,P04_short_variant,63,0,True,112,150,,max_tokens,True,False
anthropic|P04_short_variant|r0064,anthropic,P04_short_variant,64,0,False,110,150,,max_tokens,True,False
anthropic|P04_short_variant|r0065,anthropic,P04_short_variant,65,0,False,111,150,,max_tokens,True,False
anthropic|P04_short_variant|r0066,anthropic,P04_short_variant,66,0,False,101,150,,max_tokens,True,False
anthropic|P04_short_variant|r0067,anthropic,P04_short_variant,67,0,True,109,150,,max_tokens,True,False
anthropic|P04_short_variant|r0068,anthropic,P04_short_variant,68,0,True,103,150,,max_tokens,True,False
anthropic|P04_short_variant|r0069,anthropic,P04_short_variant,69,0,True,113,150,,max_tokens,True,False
anthropic|P04_short_variant|r0070,anthropic,P04_short_variant,70,0,False,110,150,,max_tokens,True,False
anthropic|P04_short_variant|r0071,anthropic,P04_short_variant,71,0,True,115,150,,max_tokens,True,False
anthropic|P04_short_variant|r0072,anthropic,P04_short_variant,72,0,True,121,150,,max_tokens,True,False
anthropic|P04_short_variant|r0073,anthropic,P04_short_variant,73,0,True,104,150,,max_tokens,True,False
anthropic|P04_short_variant|r0074,anthropic,P04_short_variant,74,0,True,110,150,,max_tokens,True,False
anthropic|P04_short_variant|r0075,anthropic,P04_short_variant,75,0,False,101,150,,max_tokens,True,False
anthropic|P04_short_variant|r0076,anthropic,P04_short_variant,76,0,False,106,149,,max_tokens,True,False
anthropic|P04_short_variant|r0077,anthropic,P04_short_variant,77,0,True,112,150,,max_tokens,True,False
anthropic|P04_short_variant|r0078,anthropic,P04_short_variant,78,0,True,106,150,,max_tokens,True,False
anthropic|P04_short_variant|r0079,anthropic,P04_short_variant,79,0,True,109,149,,max_tokens,True,False
anthropic|P04_short_variant|r0080,anthropic,P04_short_variant,80,0,True,88,130,,end_turn,False,False
anthropic|P04_short_variant|r0081,anthropic,P04_short_variant,81,0,False,103,150,,max_tokens,True,False
anthropic|P04_short_variant|r0082,anthropic,P04_short_variant,82,0,True,116,150,,max_tokens,True,False
anthropic|P04_short_variant|r0083,anthropic,P04_short_variant,83,0,True,113,150,,max_tokens,True,False
anthropic|P04_short_variant|r0084,anthropic,P04_short_variant,84,0,False,107,150,,max_tokens,True,False
anthropic|P04_short_variant|r0085,anthropic,P04_short_variant,85,0,False,110,150,,max_tokens,True,False
anthropic|P04_short_variant|r0086,anthropic,P04_short_variant,86,0,True,115,150,,max_tokens,True,False
anthropic|P04_short_variant|r0087,anthropic,P04_short_variant,87,0,False,111,150,,max_tokens,True,False
anthropic|P04_short_variant|r0088,anthropic,P04_short_variant,88,0,False,105,150,,max_tokens,True,False
anthropic|P04_short_variant|r0089,anthropic,P04_short_variant,89,0,True,113,150,,max_tokens,True,False
anthropic|P04_short_variant|r0090,anthropic,P04_short_variant,90,0,True,113,150,,max_tokens,True,False
anthropic|P04_short_variant|r0091,anthropic,P04_short_variant,91,0,False,114,150,,max_tokens,True,False
anthropic|P04_short_variant|r0092,anthropic,P04_short_variant,92,0,True,108,150,,max_tokens,True,False
anthropic|P04_short_variant|r0093,anthropic,P04_short_variant,93,0,False,108,150,,max_tokens,True,False
anthropic|P04_short_variant|r0094,anthropic,P04_short_variant,94,-1,True,116,150,,max_tokens,True,False
anthropic|P04_short_variant|r0095,anthropic,P04_short_variant,95,0,True,107,150,,max_tokens,True,False
anthropic|P04_short_variant|r0096,anthropic,P04_short_variant,96,0,True,115,150,,max_tokens,True,False
anthropic|P04_short_variant|r0097,anthropic,P04_short_variant,97,0,True,109,150,,max_tokens,True,False
anthropic|P04_short_variant|r0098,anthropic,P04_short_variant,98,0,False,104,150,,max_tokens,True,False
anthropic|P04_short_variant|r0099,anthropic,P04_short_variant,99,0,True,110,150,,max_tokens,True,False
anthropic|P04_short_variant|r0100,anthropic,P04_short_variant,100,0,True,115,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0001,anthropic,P05_strange_variant,1,0,False,104,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0002,anthropic,P05_strange_variant,2,-1,False,114,149,,max_tokens,True,False
anthropic|P05_strange_variant|r0003,anthropic,P05_strange_variant,3,1,False,115,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0004,anthropic,P05_strange_variant,4,0,False,98,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0005,anthropic,P05_strange_variant,5,1,False,109,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0006,anthropic,P05_strange_variant,6,0,False,110,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0007,anthropic,P05_strange_variant,7,0,False,102,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0008,anthropic,P05_strange_variant,8,0,False,106,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0009,anthropic,P05_strange_variant,9,0,False,105,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0010,anthropic,P05_strange_variant,10,0,False,107,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0011,anthropic,P05_strange_variant,11,1,False,118,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0012,anthropic,P05_strange_variant,12,0,False,107,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0013,anthropic,P05_strange_variant,13,0,False,106,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0014,anthropic,P05_strange_variant,14,0,False,107,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0015,anthropic,P05_strange_variant,15,1,False,115,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0016,anthropic,P05_strange_variant,16,0,False,105,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0017,anthropic,P05_strange_variant,17,0,False,103,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0018,anthropic,P05_strange_variant,18,0,False,103,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0019,anthropic,P05_strange_variant,19,0,False,116,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0020,anthropic,P05_strange_variant,20,0,False,105,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0021,anthropic,P05_strange_variant,21,0,False,103,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0022,anthropic,P05_strange_variant,22,0,False,105,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0023,anthropic,P05_strange_variant,23,0,False,108,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0024,anthropic,P05_strange_variant,24,0,False,104,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0025,anthropic,P05_strange_variant,25,0,False,107,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0026,anthropic,P05_strange_variant,26,1,False,105,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0027,anthropic,P05_strange_variant,27,0,False,101,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0028,anthropic,P05_strange_variant,28,-1,False,87,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0029,anthropic,P05_strange_variant,29,0,False,97,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0030,anthropic,P05_strange_variant,30,0,False,101,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0031,anthropic,P05_strange_variant,31,0,False,107,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0032,anthropic,P05_strange_variant,32,0,False,105,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0033,anthropic,P05_strange_variant,33,0,False,105,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0034,anthropic,P05_strange_variant,34,0,False,111,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0035,anthropic,P05_strange_variant,35,0,False,105,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0036,anthropic,P05_strange_variant,36,0,False,98,149,,max_tokens,True,False
anthropic|P05_strange_variant|r0037,anthropic,P05_strange_variant,37,1,False,111,149,,max_tokens,True,False
anthropic|P05_strange_variant|r0038,anthropic,P05_strange_variant,38,0,False,98,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0039,anthropic,P05_strange_variant,39,1,False,103,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0040,anthropic,P05_strange_variant,40,1,False,104,149,,max_tokens,True,False
anthropic|P05_strange_variant|r0041,anthropic,P05_strange_variant,41,1,False,111,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0042,anthropic,P05_strange_variant,42,0,False,113,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0043,anthropic,P05_strange_variant,43,0,False,110,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0044,anthropic,P05_strange_variant,44,1,False,94,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0045,anthropic,P05_strange_variant,45,0,False,111,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0046,anthropic,P05_strange_variant,46,0,False,105,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0047,anthropic,P05_strange_variant,47,1,False,109,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0048,anthropic,P05_strange_variant,48,0,False,109,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0049,anthropic,P05_strange_variant,49,0,False,98,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0050,anthropic,P05_strange_variant,50,0,False,107,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0051,anthropic,P05_strange_variant,51,0,False,107,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0052,anthropic,P05_strange_variant,52,0,False,107,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0053,anthropic,P05_strange_variant,53,0,False,100,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0054,anthropic,P05_strange_variant,54,0,False,112,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0055,anthropic,P05_strange_variant,55,0,False,108,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0056,anthropic,P05_strange_variant,56,0,False,109,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0057,anthropic,P05_strange_variant,57,0,False,96,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0058,anthropic,P05_strange_variant,58,0,False,100,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0059,anthropic,P05_strange_variant,59,0,False,104,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0060,anthropic,P05_strange_variant,60,0,False,104,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0061,anthropic,P05_strange_variant,61,0,False,100,149,,max_tokens,True,False
anthropic|P05_strange_variant|r0062,anthropic,P05_strange_variant,62,0,False,98,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0063,anthropic,P05_strange_variant,63,1,False,116,149,,max_tokens,True,False
anthropic|P05_strange_variant|r0064,anthropic,P05_strange_variant,64,0,False,100,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0065,anthropic,P05_strange_variant,65,-1,False,107,149,,max_tokens,True,False
anthropic|P05_strange_variant|r0066,anthropic,P05_strange_variant,66,1,False,97,149,,max_tokens,True,False
anthropic|P05_strange_variant|r0067,anthropic,P05_strange_variant,67,-1,False,102,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0068,anthropic,P05_strange_variant,68,0,False,102,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0069,anthropic,P05_strange_variant,69,0,False,109,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0070,anthropic,P05_strange_variant,70,0,False,109,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0071,anthropic,P05_strange_variant,71,0,False,96,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0072,anthropic,P05_strange_variant,72,1,False,113,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0073,anthropic,P05_strange_variant,73,0,False,109,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0074,anthropic,P05_strange_variant,74,0,False,88,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0075,anthropic,P05_strange_variant,75,0,False,102,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0076,anthropic,P05_strange_variant,76,0,False,108,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0077,anthropic,P05_strange_variant,77,1,False,103,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0078,anthropic,P05_strange_variant,78,1,False,105,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0079,anthropic,P05_strange_variant,79,1,False,108,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0080,anthropic,P05_strange_variant,80,0,False,109,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0081,anthropic,P05_strange_variant,81,0,False,101,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0082,anthropic,P05_strange_variant,82,0,False,110,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0083,anthropic,P05_strange_variant,83,0,False,110,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0084,anthropic,P05_strange_variant,84,0,False,102,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0085,anthropic,P05_strange_variant,85,0,False,110,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0086,anthropic,P05_strange_variant,86,0,False,98,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0087,anthropic,P05_strange_variant,87,0,False,101,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0088,anthropic,P05_strange_variant,88,0,False,111,149,,max_tokens,True,False
anthropic|P05_strange_variant|r0089,anthropic,P05_strange_variant,89,-1,False,99,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0090,anthropic,P05_strange_variant,90,0,False,105,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0091,anthropic,P05_strange_variant,91,1,False,106,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0092,anthropic,P05_strange_variant,92,0,False,111,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0093,anthropic,P05_strange_variant,93,-1,False,116,149,,max_tokens,True,False
anthropic|P05_strange_variant|r0094,anthropic,P05_strange_variant,94,0,False,105,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0095,anthropic,P05_strange_variant,95,-1,False,116,149,,max_tokens,True,False
anthropic|P05_strange_variant|r0096,anthropic,P05_strange_variant,96,0,False,103,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0097,anthropic,P05_strange_variant,97,0,False,103,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0098,anthropic,P05_strange_variant,98,0,False,107,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0099,anthropic,P05_strange_variant,99,0,False,106,150,,max_tokens,True,False
anthropic|P05_strange_variant|r0100,anthropic,P05_strange_variant,100,0,False,105,150,,max_tokens,True,False
anthropic|P06_funny_variant|r0001,anthropic,P06_funny_variant,1,9,False,101,150,,max_tokens,True,False
anthropic|P06_funny_variant|r0002,anthropic,P06_funny_variant,2,2,False,112,150,,max_tokens,True,False
anthropic|P06_funny_variant|r0003,anthropic,P06_funny_variant,3,4,False,96,150,,max_tokens,True,False
anthropic|P06_funny_variant|r0004,anthropic,P06_funny_variant,4,4,False,107,150,,max_tokens,True,False
anthropic|P06_funny_variant|r0005,anthropic,P06_funny_variant,5,9,False,97,150,,max_tokens,True,False
anthropic|P06_funny_variant|r0006,anthropic,P06_funny_variant,6,4,False,94,149,,max_tokens,True,False
anthropic|P06_funny_variant|r0007,anthropic,P06_funny_variant,7,4,False,105,150,,max_tokens,True,False
anthropic|P06_funny_variant|r0008,anthropic,P06_funny_variant,8,4,False,101,150,,max_tokens,True,False
anthropic|P06_funny_variant|r0009,anthropic,P06_funny_variant,9,0,False,88,150,,max_tokens,True,False
anthropic|P06_funny_variant|r0010,anthropic,P06_funny_variant,10,4,False,98,150,,max_tokens,True,False
anthropic|P06_funny_variant|r0011,anthropic,P06_funny_variant,11,0,False,96,150,,max_tokens,True,False
anthropic|P06_funny_variant|r0012,anthropic,P06_funny_variant,12,2,False,89,150,,max_tokens,True,False
anthropic|P06_funny_variant|r0013,anthropic,P06_funny_variant,13,4,False,100,150,,max_tokens,True,False
anthropic|P06_funny_variant|r0014,anthropic,P06_funny_variant,14,4,False,109,150,,max_tokens,True,False
anthropic|P06_funny_variant|r0015,anthropic,P06_funny_variant,15,1,False,108,150,,max_tokens,True,False
anthropic|P06_funny_variant|r0016,anthropic,P06_funny_variant,16,4,False,95,150,,max_tokens,True,False
anthropic|P06_funny_variant|r0017,anthropic,P06_funny_variant,17,4,False,92,150,,max_tokens,True,False
anthropic|P06_funny_variant|r0018,anthropic,P06_funny_variant,18,4,False,111,150,,max_tokens,True,False
anthropic|P06_funny_variant|r0019,anthropic,P06_funny_variant,19,4,False,102,150,,max_tokens,True,False
anthropic|P06_funny_variant|r0020,anthropic,P06_funny_variant,20,2,False,107,150,,max_tokens,True,False
anthropic|P06_funny_variant|r0021,anthropic,P06_funny_variant,21,4,False,96,150,,max_tokens,True,False
anthropic|P06_funny_variant|r0022,anthropic,P06_funny_variant,22,2,False,104,150,,max_tokens,True,False
anthropic|P06_funny_variant|r0023,anthropic,P06_funny_variant,23,4,False,94,150,,max_tokens,True,False
anthropic|P06_funny_variant|r0024,anthropic,P06_funny_variant,24,4,False,102,150,,max_tokens,True,False
anthropic|P06_funny_variant|r0025,anthropic,P06_funny_variant,25,4,False,97,150,,max_tokens,True,False
anthropic|P06_funny_variant|r0026,anthropic,P06_funny_variant,26,-1,False,104,150,,max_tokens,True,False
