request_id,study_id,provider,model,prompt_id,prompt_group,prompt_text,replicate
storytelling_2:anthropic:P02_baseline_no_please:r0019,storytelling_2,anthropic,claude-sonnet-4-6,P02_baseline_no_please,baseline,tell me a story,19
storytelling_2:openai:P02_baseline_no_please:r0019,storytelling_2,openai,gpt-5.5,P02_baseline_no_please,baseline,tell me a story,19
storytelling_2:gemini:P02_baseline_no_please:r0019,storytelling_2,gemini,gemini-3.5-flash,P02_baseline_no_please,baseline,tell me a story,19
storytelling_2:gemini:P05_strange_variant:r0019,storytelling_2,gemini,gemini-3.5-flash,P05_strange_variant,mood,tell me a strange story please,19
storytelling_2:openai:P05_strange_variant:r0019,storytelling_2,openai,gpt-5.5,P05_strange_variant,mood,tell me a strange story please,19
storytelling_2:anthropic:P05_strange_variant:r0019,storytelling_2,anthropic,claude-sonnet-4-6,P05_strange_variant,mood,tell me a strange story please,19
storytelling_2:anthropic:P07_random_setting_genre:r0019,storytelling_2,anthropic,claude-sonnet-4-6,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,19
storytelling_2:gemini:P07_random_setting_genre:r0019,storytelling_2,gemini,gemini-3.5-flash,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,19
storytelling_2:openai:P07_random_setting_genre:r0019,storytelling_2,openai,gpt-5.5,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,19
storytelling_2:openai:P03_write_variant:r0019,storytelling_2,openai,gpt-5.5,P03_write_variant,baseline,write me a story,19
storytelling_2:anthropic:P03_write_variant:r0019,storytelling_2,anthropic,claude-sonnet-4-6,P03_write_variant,baseline,write me a story,19
storytelling_2:gemini:P03_write_variant:r0019,storytelling_2,gemini,gemini-3.5-flash,P03_write_variant,baseline,write me a story,19
storytelling_2:gemini:P04_short_variant:r0019,storytelling_2,gemini,gemini-3.5-flash,P04_short_variant,baseline,tell me a short story please,19
storytelling_2:openai:P04_short_variant:r0019,storytelling_2,openai,gpt-5.5,P04_short_variant,baseline,tell me a short story please,19
storytelling_2:anthropic:P04_short_variant:r0019,storytelling_2,anthropic,claude-sonnet-4-6,P04_short_variant,baseline,tell me a short story please,19
storytelling_2:gemini:P06_funny_variant:r0019,storytelling_2,gemini,gemini-3.5-flash,P06_funny_variant,mood,tell me a funny story please,19
storytelling_2:openai:P06_funny_variant:r0019,storytelling_2,openai,gpt-5.5,P06_funny_variant,mood,tell me a funny story please,19
storytelling_2:anthropic:P06_funny_variant:r0019,storytelling_2,anthropic,claude-sonnet-4-6,P06_funny_variant,mood,tell me a funny story please,19
storytelling_2:gemini:P08_suppression:r0019,storytelling_2,gemini,gemini-3.5-flash,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",19
storytelling_2:anthropic:P08_suppression:r0019,storytelling_2,anthropic,claude-sonnet-4-6,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",19
storytelling_2:openai:P08_suppression:r0019,storytelling_2,openai,gpt-5.5,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",19
storytelling_2:gemini:P01_baseline_exact:r0020,storytelling_2,gemini,gemini-3.5-flash,P01_baseline_exact,baseline,tell me a story please,20
storytelling_2:openai:P01_baseline_exact:r0020,storytelling_2,openai,gpt-5.5,P01_baseline_exact,baseline,tell me a story please,20
storytelling_2:anthropic:P01_baseline_exact:r0020,storytelling_2,anthropic,claude-sonnet-4-6,P01_baseline_exact,baseline,tell me a story please,20
storytelling_2:gemini:P03_write_variant:r0020,storytelling_2,gemini,gemini-3.5-flash,P03_write_variant,baseline,write me a story,20
storytelling_2:anthropic:P03_write_variant:r0020,storytelling_2,anthropic,claude-sonnet-4-6,P03_write_variant,baseline,write me a story,20
storytelling_2:openai:P03_write_variant:r0020,storytelling_2,openai,gpt-5.5,P03_write_variant,baseline,write me a story,20
storytelling_2:openai:P08_suppression:r0020,storytelling_2,openai,gpt-5.5,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",20
storytelling_2:gemini:P08_suppression:r0020,storytelling_2,gemini,gemini-3.5-flash,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",20
storytelling_2:anthropic:P08_suppression:r0020,storytelling_2,anthropic,claude-sonnet-4-6,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",20
storytelling_2:gemini:P07_random_setting_genre:r0020,storytelling_2,gemini,gemini-3.5-flash,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,20
storytelling_2:anthropic:P07_random_setting_genre:r0020,storytelling_2,anthropic,claude-sonnet-4-6,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,20
storytelling_2:openai:P07_random_setting_genre:r0020,storytelling_2,openai,gpt-5.5,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,20
storytelling_2:anthropic:P06_funny_variant:r0020,storytelling_2,anthropic,claude-sonnet-4-6,P06_funny_variant,mood,tell me a funny story please,20
storytelling_2:openai:P06_funny_variant:r0020,storytelling_2,openai,gpt-5.5,P06_funny_variant,mood,tell me a funny story please,20
storytelling_2:gemini:P06_funny_variant:r0020,storytelling_2,gemini,gemini-3.5-flash,P06_funny_variant,mood,tell me a funny story please,20
storytelling_2:gemini:P02_baseline_no_please:r0020,storytelling_2,gemini,gemini-3.5-flash,P02_baseline_no_please,baseline,tell me a story,20
storytelling_2:openai:P02_baseline_no_please:r0020,storytelling_2,openai,gpt-5.5,P02_baseline_no_please,baseline,tell me a story,20
storytelling_2:anthropic:P02_baseline_no_please:r0020,storytelling_2,anthropic,claude-sonnet-4-6,P02_baseline_no_please,baseline,tell me a story,20
storytelling_2:gemini:P04_short_variant:r0020,storytelling_2,gemini,gemini-3.5-flash,P04_short_variant,baseline,tell me a short story please,20
storytelling_2:openai:P04_short_variant:r0020,storytelling_2,openai,gpt-5.5,P04_short_variant,baseline,tell me a short story please,20
storytelling_2:anthropic:P04_short_variant:r0020,storytelling_2,anthropic,claude-sonnet-4-6,P04_short_variant,baseline,tell me a short story please,20
storytelling_2:anthropic:P05_strange_variant:r0020,storytelling_2,anthropic,claude-sonnet-4-6,P05_strange_variant,mood,tell me a strange story please,20
storytelling_2:openai:P05_strange_variant:r0020,storytelling_2,openai,gpt-5.5,P05_strange_variant,mood,tell me a strange story please,20
storytelling_2:gemini:P05_strange_variant:r0020,storytelling_2,gemini,gemini-3.5-flash,P05_strange_variant,mood,tell me a strange story please,20
storytelling_2:anthropic:P01_baseline_exact:r0021,storytelling_2,anthropic,claude-sonnet-4-6,P01_baseline_exact,baseline,tell me a story please,21
storytelling_2:gemini:P01_baseline_exact:r0021,storytelling_2,gemini,gemini-3.5-flash,P01_baseline_exact,baseline,tell me a story please,21
storytelling_2:openai:P01_baseline_exact:r0021,storytelling_2,openai,gpt-5.5,P01_baseline_exact,baseline,tell me a story please,21
storytelling_2:openai:P03_write_variant:r0021,storytelling_2,openai,gpt-5.5,P03_write_variant,baseline,write me a story,21
storytelling_2:anthropic:P03_write_variant:r0021,storytelling_2,anthropic,claude-sonnet-4-6,P03_write_variant,baseline,write me a story,21
storytelling_2:gemini:P03_write_variant:r0021,storytelling_2,gemini,gemini-3.5-flash,P03_write_variant,baseline,write me a story,21
storytelling_2:openai:P07_random_setting_genre:r0021,storytelling_2,openai,gpt-5.5,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,21
storytelling_2:gemini:P07_random_setting_genre:r0021,storytelling_2,gemini,gemini-3.5-flash,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,21
storytelling_2:anthropic:P07_random_setting_genre:r0021,storytelling_2,anthropic,claude-sonnet-4-6,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,21
storytelling_2:openai:P08_suppression:r0021,storytelling_2,openai,gpt-5.5,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",21
storytelling_2:gemini:P08_suppression:r0021,storytelling_2,gemini,gemini-3.5-flash,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",21
storytelling_2:anthropic:P08_suppression:r0021,storytelling_2,anthropic,claude-sonnet-4-6,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",21
storytelling_2:anthropic:P02_baseline_no_please:r0021,storytelling_2,anthropic,claude-sonnet-4-6,P02_baseline_no_please,baseline,tell me a story,21
storytelling_2:gemini:P02_baseline_no_please:r0021,storytelling_2,gemini,gemini-3.5-flash,P02_baseline_no_please,baseline,tell me a story,21
storytelling_2:openai:P02_baseline_no_please:r0021,storytelling_2,openai,gpt-5.5,P02_baseline_no_please,baseline,tell me a story,21
storytelling_2:gemini:P04_short_variant:r0021,storytelling_2,gemini,gemini-3.5-flash,P04_short_variant,baseline,tell me a short story please,21
storytelling_2:openai:P04_short_variant:r0021,storytelling_2,openai,gpt-5.5,P04_short_variant,baseline,tell me a short story please,21
storytelling_2:anthropic:P04_short_variant:r0021,storytelling_2,anthropic,claude-sonnet-4-6,P04_short_variant,baseline,tell me a short story please,21
storytelling_2:anthropic:P05_strange_variant:r0021,storytelling_2,anthropic,claude-sonnet-4-6,P05_strange_variant,mood,tell me a strange story please,21
storytelling_2:gemini:P05_strange_variant:r0021,storytelling_2,gemini,gemini-3.5-flash,P05_strange_variant,mood,tell me a strange story please,21
storytelling_2:openai:P05_strange_variant:r0021,storytelling_2,openai,gpt-5.5,P05_strange_variant,mood,tell me a strange story please,21
storytelling_2:openai:P06_funny_variant:r0021,storytelling_2,openai,gpt-5.5,P06_funny_variant,mood,tell me a funny story please,21
storytelling_2:gemini:P06_funny_variant:r0021,storytelling_2,gemini,gemini-3.5-flash,P06_funny_variant,mood,tell me a funny story please,21
storytelling_2:anthropic:P06_funny_variant:r0021,storytelling_2,anthropic,claude-sonnet-4-6,P06_funny_variant,mood,tell me a funny story please,21
storytelling_2:gemini:P01_baseline_exact:r0022,storytelling_2,gemini,gemini-3.5-flash,P01_baseline_exact,baseline,tell me a story please,22
storytelling_2:openai:P01_baseline_exact:r0022,storytelling_2,openai,gpt-5.5,P01_baseline_exact,baseline,tell me a story please,22
storytelling_2:anthropic:P01_baseline_exact:r0022,storytelling_2,anthropic,claude-sonnet-4-6,P01_baseline_exact,baseline,tell me a story please,22
storytelling_2:anthropic:P03_write_variant:r0022,storytelling_2,anthropic,claude-sonnet-4-6,P03_write_variant,baseline,write me a story,22
storytelling_2:gemini:P03_write_variant:r0022,storytelling_2,gemini,gemini-3.5-flash,P03_write_variant,baseline,write me a story,22
storytelling_2:openai:P03_write_variant:r0022,storytelling_2,openai,gpt-5.5,P03_write_variant,baseline,write me a story,22
storytelling_2:openai:P07_random_setting_genre:r0022,storytelling_2,openai,gpt-5.5,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,22
storytelling_2:anthropic:P07_random_setting_genre:r0022,storytelling_2,anthropic,claude-sonnet-4-6,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,22
storytelling_2:gemini:P07_random_setting_genre:r0022,storytelling_2,gemini,gemini-3.5-flash,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,22
storytelling_2:openai:P06_funny_variant:r0022,storytelling_2,openai,gpt-5.5,P06_funny_variant,mood,tell me a funny story please,22
storytelling_2:anthropic:P06_funny_variant:r0022,storytelling_2,anthropic,claude-sonnet-4-6,P06_funny_variant,mood,tell me a funny story please,22
storytelling_2:gemini:P06_funny_variant:r0022,storytelling_2,gemini,gemini-3.5-flash,P06_funny_variant,mood,tell me a funny story please,22
storytelling_2:openai:P02_baseline_no_please:r0022,storytelling_2,openai,gpt-5.5,P02_baseline_no_please,baseline,tell me a story,22
storytelling_2:anthropic:P02_baseline_no_please:r0022,storytelling_2,anthropic,claude-sonnet-4-6,P02_baseline_no_please,baseline,tell me a story,22
storytelling_2:gemini:P02_baseline_no_please:r0022,storytelling_2,gemini,gemini-3.5-flash,P02_baseline_no_please,baseline,tell me a story,22
storytelling_2:openai:P08_suppression:r0022,storytelling_2,openai,gpt-5.5,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",22
storytelling_2:gemini:P08_suppression:r0022,storytelling_2,gemini,gemini-3.5-flash,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",22
storytelling_2:anthropic:P08_suppression:r0022,storytelling_2,anthropic,claude-sonnet-4-6,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",22
storytelling_2:gemini:P04_short_variant:r0022,storytelling_2,gemini,gemini-3.5-flash,P04_short_variant,baseline,tell me a short story please,22
storytelling_2:openai:P04_short_variant:r0022,storytelling_2,openai,gpt-5.5,P04_short_variant,baseline,tell me a short story please,22
storytelling_2:anthropic:P04_short_variant:r0022,storytelling_2,anthropic,claude-sonnet-4-6,P04_short_variant,baseline,tell me a short story please,22
storytelling_2:anthropic:P05_strange_variant:r0022,storytelling_2,anthropic,claude-sonnet-4-6,P05_strange_variant,mood,tell me a strange story please,22
storytelling_2:openai:P05_strange_variant:r0022,storytelling_2,openai,gpt-5.5,P05_strange_variant,mood,tell me a strange story please,22
storytelling_2:gemini:P05_strange_variant:r0022,storytelling_2,gemini,gemini-3.5-flash,P05_strange_variant,mood,tell me a strange story please,22
storytelling_2:openai:P01_baseline_exact:r0023,storytelling_2,openai,gpt-5.5,P01_baseline_exact,baseline,tell me a story please,23
storytelling_2:anthropic:P01_baseline_exact:r0023,storytelling_2,anthropic,claude-sonnet-4-6,P01_baseline_exact,baseline,tell me a story please,23
storytelling_2:gemini:P01_baseline_exact:r0023,storytelling_2,gemini,gemini-3.5-flash,P01_baseline_exact,baseline,tell me a story please,23
storytelling_2:openai:P05_strange_variant:r0023,storytelling_2,openai,gpt-5.5,P05_strange_variant,mood,tell me a strange story please,23
storytelling_2:anthropic:P05_strange_variant:r0023,storytelling_2,anthropic,claude-sonnet-4-6,P05_strange_variant,mood,tell me a strange story please,23
storytelling_2:gemini:P05_strange_variant:r0023,storytelling_2,gemini,gemini-3.5-flash,P05_strange_variant,mood,tell me a strange story please,23
storytelling_2:anthropic:P08_suppression:r0023,storytelling_2,anthropic,claude-sonnet-4-6,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",23
storytelling_2:openai:P08_suppression:r0023,storytelling_2,openai,gpt-5.5,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",23
storytelling_2:gemini:P08_suppression:r0023,storytelling_2,gemini,gemini-3.5-flash,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",23
storytelling_2:openai:P03_write_variant:r0023,storytelling_2,openai,gpt-5.5,P03_write_variant,baseline,write me a story,23
storytelling_2:gemini:P03_write_variant:r0023,storytelling_2,gemini,gemini-3.5-flash,P03_write_variant,baseline,write me a story,23
storytelling_2:anthropic:P03_write_variant:r0023,storytelling_2,anthropic,claude-sonnet-4-6,P03_write_variant,baseline,write me a story,23
storytelling_2:openai:P04_short_variant:r0023,storytelling_2,openai,gpt-5.5,P04_short_variant,baseline,tell me a short story please,23
storytelling_2:anthropic:P04_short_variant:r0023,storytelling_2,anthropic,claude-sonnet-4-6,P04_short_variant,baseline,tell me a short story please,23
storytelling_2:gemini:P04_short_variant:r0023,storytelling_2,gemini,gemini-3.5-flash,P04_short_variant,baseline,tell me a short story please,23
storytelling_2:gemini:P06_funny_variant:r0023,storytelling_2,gemini,gemini-3.5-flash,P06_funny_variant,mood,tell me a funny story please,23
storytelling_2:openai:P06_funny_variant:r0023,storytelling_2,openai,gpt-5.5,P06_funny_variant,mood,tell me a funny story please,23
storytelling_2:anthropic:P06_funny_variant:r0023,storytelling_2,anthropic,claude-sonnet-4-6,P06_funny_variant,mood,tell me a funny story please,23
storytelling_2:gemini:P02_baseline_no_please:r0023,storytelling_2,gemini,gemini-3.5-flash,P02_baseline_no_please,baseline,tell me a story,23
storytelling_2:anthropic:P02_baseline_no_please:r0023,storytelling_2,anthropic,claude-sonnet-4-6,P02_baseline_no_please,baseline,tell me a story,23
storytelling_2:openai:P02_baseline_no_please:r0023,storytelling_2,openai,gpt-5.5,P02_baseline_no_please,baseline,tell me a story,23
storytelling_2:gemini:P07_random_setting_genre:r0023,storytelling_2,gemini,gemini-3.5-flash,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,23
storytelling_2:openai:P07_random_setting_genre:r0023,storytelling_2,openai,gpt-5.5,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,23
storytelling_2:anthropic:P07_random_setting_genre:r0023,storytelling_2,anthropic,claude-sonnet-4-6,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,23
storytelling_2:gemini:P01_baseline_exact:r0024,storytelling_2,gemini,gemini-3.5-flash,P01_baseline_exact,baseline,tell me a story please,24
storytelling_2:anthropic:P01_baseline_exact:r0024,storytelling_2,anthropic,claude-sonnet-4-6,P01_baseline_exact,baseline,tell me a story please,24
storytelling_2:openai:P01_baseline_exact:r0024,storytelling_2,openai,gpt-5.5,P01_baseline_exact,baseline,tell me a story please,24
storytelling_2:gemini:P05_strange_variant:r0024,storytelling_2,gemini,gemini-3.5-flash,P05_strange_variant,mood,tell me a strange story please,24
storytelling_2:openai:P05_strange_variant:r0024,storytelling_2,openai,gpt-5.5,P05_strange_variant,mood,tell me a strange story please,24
storytelling_2:anthropic:P05_strange_variant:r0024,storytelling_2,anthropic,claude-sonnet-4-6,P05_strange_variant,mood,tell me a strange story please,24
storytelling_2:openai:P07_random_setting_genre:r0024,storytelling_2,openai,gpt-5.5,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,24
storytelling_2:gemini:P07_random_setting_genre:r0024,storytelling_2,gemini,gemini-3.5-flash,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,24
storytelling_2:anthropic:P07_random_setting_genre:r0024,storytelling_2,anthropic,claude-sonnet-4-6,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,24
storytelling_2:anthropic:P06_funny_variant:r0024,storytelling_2,anthropic,claude-sonnet-4-6,P06_funny_variant,mood,tell me a funny story please,24
storytelling_2:openai:P06_funny_variant:r0024,storytelling_2,openai,gpt-5.5,P06_funny_variant,mood,tell me a funny story please,24
storytelling_2:gemini:P06_funny_variant:r0024,storytelling_2,gemini,gemini-3.5-flash,P06_funny_variant,mood,tell me a funny story please,24
storytelling_2:gemini:P02_baseline_no_please:r0024,storytelling_2,gemini,gemini-3.5-flash,P02_baseline_no_please,baseline,tell me a story,24
storytelling_2:openai:P02_baseline_no_please:r0024,storytelling_2,openai,gpt-5.5,P02_baseline_no_please,baseline,tell me a story,24
storytelling_2:anthropic:P02_baseline_no_please:r0024,storytelling_2,anthropic,claude-sonnet-4-6,P02_baseline_no_please,baseline,tell me a story,24
storytelling_2:openai:P04_short_variant:r0024,storytelling_2,openai,gpt-5.5,P04_short_variant,baseline,tell me a short story please,24
storytelling_2:gemini:P04_short_variant:r0024,storytelling_2,gemini,gemini-3.5-flash,P04_short_variant,baseline,tell me a short story please,24
storytelling_2:anthropic:P04_short_variant:r0024,storytelling_2,anthropic,claude-sonnet-4-6,P04_short_variant,baseline,tell me a short story please,24
storytelling_2:gemini:P08_suppression:r0024,storytelling_2,gemini,gemini-3.5-flash,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",24
storytelling_2:openai:P08_suppression:r0024,storytelling_2,openai,gpt-5.5,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",24
storytelling_2:anthropic:P08_suppression:r0024,storytelling_2,anthropic,claude-sonnet-4-6,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",24
storytelling_2:gemini:P03_write_variant:r0024,storytelling_2,gemini,gemini-3.5-flash,P03_write_variant,baseline,write me a story,24
storytelling_2:anthropic:P03_write_variant:r0024,storytelling_2,anthropic,claude-sonnet-4-6,P03_write_variant,baseline,write me a story,24
storytelling_2:openai:P03_write_variant:r0024,storytelling_2,openai,gpt-5.5,P03_write_variant,baseline,write me a story,24
storytelling_2:openai:P01_baseline_exact:r0025,storytelling_2,openai,gpt-5.5,P01_baseline_exact,baseline,tell me a story please,25
storytelling_2:anthropic:P01_baseline_exact:r0025,storytelling_2,anthropic,claude-sonnet-4-6,P01_baseline_exact,baseline,tell me a story please,25
storytelling_2:gemini:P01_baseline_exact:r0025,storytelling_2,gemini,gemini-3.5-flash,P01_baseline_exact,baseline,tell me a story please,25
storytelling_2:anthropic:P04_short_variant:r0025,storytelling_2,anthropic,claude-sonnet-4-6,P04_short_variant,baseline,tell me a short story please,25
storytelling_2:gemini:P04_short_variant:r0025,storytelling_2,gemini,gemini-3.5-flash,P04_short_variant,baseline,tell me a short story please,25
storytelling_2:openai:P04_short_variant:r0025,storytelling_2,openai,gpt-5.5,P04_short_variant,baseline,tell me a short story please,25
storytelling_2:openai:P05_strange_variant:r0025,storytelling_2,openai,gpt-5.5,P05_strange_variant,mood,tell me a strange story please,25
storytelling_2:anthropic:P05_strange_variant:r0025,storytelling_2,anthropic,claude-sonnet-4-6,P05_strange_variant,mood,tell me a strange story please,25
storytelling_2:gemini:P05_strange_variant:r0025,storytelling_2,gemini,gemini-3.5-flash,P05_strange_variant,mood,tell me a strange story please,25
storytelling_2:openai:P07_random_setting_genre:r0025,storytelling_2,openai,gpt-5.5,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,25
storytelling_2:gemini:P07_random_setting_genre:r0025,storytelling_2,gemini,gemini-3.5-flash,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,25
storytelling_2:anthropic:P07_random_setting_genre:r0025,storytelling_2,anthropic,claude-sonnet-4-6,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,25
storytelling_2:anthropic:P02_baseline_no_please:r0025,storytelling_2,anthropic,claude-sonnet-4-6,P02_baseline_no_please,baseline,tell me a story,25
storytelling_2:openai:P02_baseline_no_please:r0025,storytelling_2,openai,gpt-5.5,P02_baseline_no_please,baseline,tell me a story,25
storytelling_2:gemini:P02_baseline_no_please:r0025,storytelling_2,gemini,gemini-3.5-flash,P02_baseline_no_please,baseline,tell me a story,25
storytelling_2:gemini:P08_suppression:r0025,storytelling_2,gemini,gemini-3.5-flash,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",25
storytelling_2:anthropic:P08_suppression:r0025,storytelling_2,anthropic,claude-sonnet-4-6,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",25
storytelling_2:openai:P08_suppression:r0025,storytelling_2,openai,gpt-5.5,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",25
storytelling_2:gemini:P03_write_variant:r0025,storytelling_2,gemini,gemini-3.5-flash,P03_write_variant,baseline,write me a story,25
storytelling_2:anthropic:P03_write_variant:r0025,storytelling_2,anthropic,claude-sonnet-4-6,P03_write_variant,baseline,write me a story,25
storytelling_2:openai:P03_write_variant:r0025,storytelling_2,openai,gpt-5.5,P03_write_variant,baseline,write me a story,25
storytelling_2:openai:P06_funny_variant:r0025,storytelling_2,openai,gpt-5.5,P06_funny_variant,mood,tell me a funny story please,25
storytelling_2:gemini:P06_funny_variant:r0025,storytelling_2,gemini,gemini-3.5-flash,P06_funny_variant,mood,tell me a funny story please,25
storytelling_2:anthropic:P06_funny_variant:r0025,storytelling_2,anthropic,claude-sonnet-4-6,P06_funny_variant,mood,tell me a funny story please,25
storytelling_2:gemini:P01_baseline_exact:r0026,storytelling_2,gemini,gemini-3.5-flash,P01_baseline_exact,baseline,tell me a story please,26
storytelling_2:openai:P01_baseline_exact:r0026,storytelling_2,openai,gpt-5.5,P01_baseline_exact,baseline,tell me a story please,26
storytelling_2:anthropic:P01_baseline_exact:r0026,storytelling_2,anthropic,claude-sonnet-4-6,P01_baseline_exact,baseline,tell me a story please,26
storytelling_2:anthropic:P06_funny_variant:r0026,storytelling_2,anthropic,claude-sonnet-4-6,P06_funny_variant,mood,tell me a funny story please,26
storytelling_2:openai:P06_funny_variant:r0026,storytelling_2,openai,gpt-5.5,P06_funny_variant,mood,tell me a funny story please,26
storytelling_2:gemini:P06_funny_variant:r0026,storytelling_2,gemini,gemini-3.5-flash,P06_funny_variant,mood,tell me a funny story please,26
storytelling_2:anthropic:P04_short_variant:r0026,storytelling_2,anthropic,claude-sonnet-4-6,P04_short_variant,baseline,tell me a short story please,26
storytelling_2:openai:P04_short_variant:r0026,storytelling_2,openai,gpt-5.5,P04_short_variant,baseline,tell me a short story please,26
storytelling_2:gemini:P04_short_variant:r0026,storytelling_2,gemini,gemini-3.5-flash,P04_short_variant,baseline,tell me a short story please,26
storytelling_2:gemini:P05_strange_variant:r0026,storytelling_2,gemini,gemini-3.5-flash,P05_strange_variant,mood,tell me a strange story please,26
storytelling_2:anthropic:P05_strange_variant:r0026,storytelling_2,anthropic,claude-sonnet-4-6,P05_strange_variant,mood,tell me a strange story please,26
storytelling_2:openai:P05_strange_variant:r0026,storytelling_2,openai,gpt-5.5,P05_strange_variant,mood,tell me a strange story please,26
storytelling_2:openai:P08_suppression:r0026,storytelling_2,openai,gpt-5.5,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",26
storytelling_2:gemini:P08_suppression:r0026,storytelling_2,gemini,gemini-3.5-flash,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",26
storytelling_2:anthropic:P08_suppression:r0026,storytelling_2,anthropic,claude-sonnet-4-6,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",26
